Disease,YEAR,CASRN,ChemicalName,variable,value
Alzheimer's Disease,2014,8018-01-7,Mancozeb,New Hampshire,0.622970044899144
Alzheimer's Disease,2015,8018-01-7,Mancozeb,New Hampshire,0.338742823955146
Alzheimer's Disease,2016,8018-01-7,Mancozeb,New Hampshire,0.201951214063931
Alzheimer's Disease,2017,8018-01-7,Mancozeb,New Hampshire,0.446567784305404
Alzheimer's Disease,2018,8018-01-7,Mancozeb,New Hampshire,0.354189469922041
Alzheimer's Disease,1992,133-06-2,Captan,New York,2.6649979405298
Alzheimer's Disease,1993,133-06-2,Captan,New York,4.94816416428482
Alzheimer's Disease,1994,133-06-2,Captan,New York,3.24228621776229
Alzheimer's Disease,1995,133-06-2,Captan,New York,2.26555197090555
Alzheimer's Disease,1996,133-06-2,Captan,New York,4.89259136100529
Alzheimer's Disease,1997,133-06-2,Captan,New York,4.17539704484595
Alzheimer's Disease,1998,133-06-2,Captan,New York,5.2948586244267
Alzheimer's Disease,1999,133-06-2,Captan,New York,3.01970428087566
Alzheimer's Disease,2000,133-06-2,Captan,New York,4.48710385438177
Alzheimer's Disease,2001,133-06-2,Captan,New York,3.32917973243652
Alzheimer's Disease,2002,133-06-2,Captan,New York,4.08771836378965
Alzheimer's Disease,2003,133-06-2,Captan,New York,5.5943115332241
Alzheimer's Disease,2004,133-06-2,Captan,New York,6.22531686238177
Alzheimer's Disease,2005,133-06-2,Captan,New York,6.82746626596302
Alzheimer's Disease,2006,133-06-2,Captan,New York,4.72247657604644
Alzheimer's Disease,2007,133-06-2,Captan,New York,6.57626183134329
Alzheimer's Disease,2008,133-06-2,Captan,New York,7.36068548844882
Alzheimer's Disease,2009,133-06-2,Captan,New York,7.18952240026636
Alzheimer's Disease,2010,133-06-2,Captan,New York,6.22779438062787
Alzheimer's Disease,2011,133-06-2,Captan,New York,6.52555175445428
Alzheimer's Disease,2012,133-06-2,Captan,New York,7.00549001066765
Alzheimer's Disease,2013,133-06-2,Captan,New York,9.20396967390343
Alzheimer's Disease,2014,133-06-2,Captan,New York,6.26127642164454
Alzheimer's Disease,2015,133-06-2,Captan,New York,6.13988651587087
Alzheimer's Disease,2016,133-06-2,Captan,New York,6.84946259605291
Alzheimer's Disease,2017,133-06-2,Captan,New York,5.03706834151852
Alzheimer's Disease,2018,133-06-2,Captan,New York,6.51609368265739
Alzheimer's Disease,1992,60168-88-9,Fenarimol,New York,0.0553277040440525
Alzheimer's Disease,1993,60168-88-9,Fenarimol,New York,0.0388031348086114
Alzheimer's Disease,1994,60168-88-9,Fenarimol,New York,0.0439109604346172
Alzheimer's Disease,1995,60168-88-9,Fenarimol,New York,0.0380635929595616
Alzheimer's Disease,1996,60168-88-9,Fenarimol,New York,0.0465349016006147
Alzheimer's Disease,1997,60168-88-9,Fenarimol,New York,0.0540130808719252
Alzheimer's Disease,1998,60168-88-9,Fenarimol,New York,0.0368434019604119
Alzheimer's Disease,1999,60168-88-9,Fenarimol,New York,0.0166900907970648
Alzheimer's Disease,2000,60168-88-9,Fenarimol,New York,0.0350237258182017
Alzheimer's Disease,2001,60168-88-9,Fenarimol,New York,0.0357250703837999
Alzheimer's Disease,2002,60168-88-9,Fenarimol,New York,0.045646814760364
Alzheimer's Disease,2003,60168-88-9,Fenarimol,New York,0.0418758940551658
Alzheimer's Disease,2004,60168-88-9,Fenarimol,New York,0.0282585625046553
Alzheimer's Disease,2005,60168-88-9,Fenarimol,New York,0.0299010456930759
Alzheimer's Disease,2006,60168-88-9,Fenarimol,New York,0.0197755824714364
Alzheimer's Disease,2007,60168-88-9,Fenarimol,New York,0.0137987686469058
Alzheimer's Disease,2008,60168-88-9,Fenarimol,New York,0.00853284870883633
Alzheimer's Disease,2009,60168-88-9,Fenarimol,New York,0.0125775166121047
Alzheimer's Disease,2010,60168-88-9,Fenarimol,New York,0.00504098037996536
Alzheimer's Disease,2011,60168-88-9,Fenarimol,New York,0.00923737638138884
Alzheimer's Disease,2012,60168-88-9,Fenarimol,New York,0.00208705712637168
Alzheimer's Disease,2013,60168-88-9,Fenarimol,New York,0.000689673173432431
Alzheimer's Disease,2014,60168-88-9,Fenarimol,New York,0
Alzheimer's Disease,2015,60168-88-9,Fenarimol,New York,0
Alzheimer's Disease,2016,60168-88-9,Fenarimol,New York,0
Alzheimer's Disease,2017,60168-88-9,Fenarimol,New York,8.06387095090227e-05
Alzheimer's Disease,2018,60168-88-9,Fenarimol,New York,0
Alzheimer's Disease,1992,732-11-6,Phosmet,New York,0.928130325735823
Alzheimer's Disease,1993,732-11-6,Phosmet,New York,0.665517635791873
Alzheimer's Disease,1994,732-11-6,Phosmet,New York,0.862879816279555
Alzheimer's Disease,1995,732-11-6,Phosmet,New York,0.339055003451549
Alzheimer's Disease,1996,732-11-6,Phosmet,New York,0.495746626384095
Alzheimer's Disease,1997,732-11-6,Phosmet,New York,0.544365402004127
Alzheimer's Disease,1998,732-11-6,Phosmet,New York,0.855704032168904
Alzheimer's Disease,1999,732-11-6,Phosmet,New York,1.00919769364803
Alzheimer's Disease,2000,732-11-6,Phosmet,New York,0.922408160467637
Alzheimer's Disease,2001,732-11-6,Phosmet,New York,0.651225485567051
Alzheimer's Disease,2002,732-11-6,Phosmet,New York,1.66230121231811
Alzheimer's Disease,2003,732-11-6,Phosmet,New York,1.91352474557957
Alzheimer's Disease,2004,732-11-6,Phosmet,New York,1.30320324541097
Alzheimer's Disease,2005,732-11-6,Phosmet,New York,1.62971256331996
Alzheimer's Disease,2006,732-11-6,Phosmet,New York,1.52832211854018
Alzheimer's Disease,2007,732-11-6,Phosmet,New York,1.52004710149464
Alzheimer's Disease,2008,732-11-6,Phosmet,New York,0.865932415848732
Alzheimer's Disease,2009,732-11-6,Phosmet,New York,0.901441034959639
Alzheimer's Disease,2010,732-11-6,Phosmet,New York,0.927413065635453
Alzheimer's Disease,2011,732-11-6,Phosmet,New York,0.789571802086293
Alzheimer's Disease,2012,732-11-6,Phosmet,New York,0.527841893804337
Alzheimer's Disease,2013,732-11-6,Phosmet,New York,2.60398945160797
Alzheimer's Disease,2014,732-11-6,Phosmet,New York,0.522877307991275
Alzheimer's Disease,2015,732-11-6,Phosmet,New York,0.63200906888392
Alzheimer's Disease,2016,732-11-6,Phosmet,New York,0.401771759772191
Alzheimer's Disease,2017,732-11-6,Phosmet,New York,1.70872470517533
Alzheimer's Disease,2018,732-11-6,Phosmet,New York,2.29576920522276
Alzheimer's Disease,1992,8018-01-7,Mancozeb,New York,12.2239625564763
Alzheimer's Disease,1993,8018-01-7,Mancozeb,New York,5.50732464741255
Alzheimer's Disease,1994,8018-01-7,Mancozeb,New York,9.68310684819996
Alzheimer's Disease,1995,8018-01-7,Mancozeb,New York,7.59642745052019
Alzheimer's Disease,1996,8018-01-7,Mancozeb,New York,9.00013411490634
Alzheimer's Disease,1997,8018-01-7,Mancozeb,New York,6.54925529090733
Alzheimer's Disease,1998,8018-01-7,Mancozeb,New York,5.97266093099088
Alzheimer's Disease,1999,8018-01-7,Mancozeb,New York,5.95885367405876
Alzheimer's Disease,2000,8018-01-7,Mancozeb,New York,6.4004153317954
Alzheimer's Disease,2001,8018-01-7,Mancozeb,New York,7.29842816056526
Alzheimer's Disease,2002,8018-01-7,Mancozeb,New York,7.03853384396028
Alzheimer's Disease,2003,8018-01-7,Mancozeb,New York,8.19827445894079
Alzheimer's Disease,2004,8018-01-7,Mancozeb,New York,8.56631059017562
Alzheimer's Disease,2005,8018-01-7,Mancozeb,New York,7.62912856929741
Alzheimer's Disease,2006,8018-01-7,Mancozeb,New York,9.36406934334838
Alzheimer's Disease,2007,8018-01-7,Mancozeb,New York,6.98619613838197
Alzheimer's Disease,2008,8018-01-7,Mancozeb,New York,8.35780753534787
Alzheimer's Disease,2009,8018-01-7,Mancozeb,New York,7.31157014814392
Alzheimer's Disease,2010,8018-01-7,Mancozeb,New York,8.05858911542943
Alzheimer's Disease,2011,8018-01-7,Mancozeb,New York,7.81877595956351
Alzheimer's Disease,2012,8018-01-7,Mancozeb,New York,8.31015854631325
Alzheimer's Disease,2013,8018-01-7,Mancozeb,New York,8.2041642678419
Alzheimer's Disease,2014,8018-01-7,Mancozeb,New York,7.0665812603703
Alzheimer's Disease,2015,8018-01-7,Mancozeb,New York,3.78421017673247
Alzheimer's Disease,2016,8018-01-7,Mancozeb,New York,5.53434498131198
Alzheimer's Disease,2017,8018-01-7,Mancozeb,New York,5.33752605107783
Alzheimer's Disease,2018,8018-01-7,Mancozeb,New York,5.18495655165111
Alzheimer's Disease,1992,133-06-2,Captan,Oklahoma,0.290392508595624
Alzheimer's Disease,1993,133-06-2,Captan,Oklahoma,0.00561694968872069
Alzheimer's Disease,1994,133-06-2,Captan,Oklahoma,0.795565190073175
Alzheimer's Disease,1995,133-06-2,Captan,Oklahoma,0.119901393595395
Alzheimer's Disease,1996,133-06-2,Captan,Oklahoma,0.20758149715836
Alzheimer's Disease,1997,133-06-2,Captan,Oklahoma,0.379246879735611
Alzheimer's Disease,1998,133-06-2,Captan,Oklahoma,0.00923232348265459
Alzheimer's Disease,1999,133-06-2,Captan,Oklahoma,0.0259177108852636
Alzheimer's Disease,2000,133-06-2,Captan,Oklahoma,0.0778092584183177
Alzheimer's Disease,2001,133-06-2,Captan,Oklahoma,0.0246778417676262
Alzheimer's Disease,2002,133-06-2,Captan,Oklahoma,0.0277173798161553
Alzheimer's Disease,2003,133-06-2,Captan,Oklahoma,0.0337592817068646
Alzheimer's Disease,2004,133-06-2,Captan,Oklahoma,0.0125014669233388
Alzheimer's Disease,2005,133-06-2,Captan,Oklahoma,0.0430120145577108
Alzheimer's Disease,2006,133-06-2,Captan,Oklahoma,0.0211907554308964
Alzheimer's Disease,2007,133-06-2,Captan,Oklahoma,0.00817395196072071
Alzheimer's Disease,2008,133-06-2,Captan,Oklahoma,0.048718619685273
Alzheimer's Disease,2009,133-06-2,Captan,Oklahoma,3.49874883283926e-05
Alzheimer's Disease,2010,133-06-2,Captan,Oklahoma,0.0205617095469922
Alzheimer's Disease,2011,133-06-2,Captan,Oklahoma,0.0237856608152522
Alzheimer's Disease,2012,133-06-2,Captan,Oklahoma,0.0243702434327391
Alzheimer's Disease,2013,133-06-2,Captan,Oklahoma,0.0232972937906684
Alzheimer's Disease,2014,133-06-2,Captan,Oklahoma,0.0179894002488485
Alzheimer's Disease,2015,133-06-2,Captan,Oklahoma,0.0052080334188826
Alzheimer's Disease,2016,133-06-2,Captan,Oklahoma,0.0661562380869425
Alzheimer's Disease,2017,133-06-2,Captan,Oklahoma,0.00554697471206391
Alzheimer's Disease,2018,133-06-2,Captan,Oklahoma,0.00295061151569444
Alzheimer's Disease,1992,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1993,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1994,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1995,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1996,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1997,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1998,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1999,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2000,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2001,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2002,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2003,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2004,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2005,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2006,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2007,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2008,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2009,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2010,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2011,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2012,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2013,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2014,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2015,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2016,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2017,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,2018,60168-88-9,Fenarimol,Oklahoma,0
Alzheimer's Disease,1992,732-11-6,Phosmet,Oklahoma,0.0271174901725248
Alzheimer's Disease,1993,732-11-6,Phosmet,Oklahoma,0.00256429133206844
Alzheimer's Disease,1994,732-11-6,Phosmet,Oklahoma,0.0280380984591656
Alzheimer's Disease,1995,732-11-6,Phosmet,Oklahoma,0.0490247602081464
Alzheimer's Disease,1996,732-11-6,Phosmet,Oklahoma,0.428902143639676
Alzheimer's Disease,1997,732-11-6,Phosmet,Oklahoma,0.0122762349672247
Alzheimer's Disease,1998,732-11-6,Phosmet,Oklahoma,0.0193291294894232
Alzheimer's Disease,1999,732-11-6,Phosmet,Oklahoma,0.0202154791937425
Alzheimer's Disease,2000,732-11-6,Phosmet,Oklahoma,0.00878769081848127
Alzheimer's Disease,2001,732-11-6,Phosmet,Oklahoma,0.000451921724241737
Alzheimer's Disease,2002,732-11-6,Phosmet,Oklahoma,0.00509359517580849
Alzheimer's Disease,2003,732-11-6,Phosmet,Oklahoma,0.0163194765871746
Alzheimer's Disease,2004,732-11-6,Phosmet,Oklahoma,0.00819363242290544
Alzheimer's Disease,2005,732-11-6,Phosmet,Oklahoma,0.00695667892929539
Alzheimer's Disease,2006,732-11-6,Phosmet,Oklahoma,0.0028427334266819
Alzheimer's Disease,2007,732-11-6,Phosmet,Oklahoma,0.00272027721753252
Alzheimer's Disease,2008,732-11-6,Phosmet,Oklahoma,0.00485451400556447
Alzheimer's Disease,2009,732-11-6,Phosmet,Oklahoma,0.0134031236538017
Alzheimer's Disease,2010,732-11-6,Phosmet,Oklahoma,0.0248644417053777
Alzheimer's Disease,2011,732-11-6,Phosmet,Oklahoma,0.0153099417676991
Alzheimer's Disease,2012,732-11-6,Phosmet,Oklahoma,0.0130780315747504
Alzheimer's Disease,2013,732-11-6,Phosmet,Oklahoma,0.0042597267039818
Alzheimer's Disease,2014,732-11-6,Phosmet,Oklahoma,0.0113957165109602
Alzheimer's Disease,2015,732-11-6,Phosmet,Oklahoma,0.00477287653279822
Alzheimer's Disease,2016,732-11-6,Phosmet,Oklahoma,0.158616507242775
Alzheimer's Disease,2017,732-11-6,Phosmet,Oklahoma,0.006535371257341
Alzheimer's Disease,2018,732-11-6,Phosmet,Oklahoma,0.00674383837529767
Alzheimer's Disease,1992,8018-01-7,Mancozeb,Oklahoma,0.129910730881342
Alzheimer's Disease,1993,8018-01-7,Mancozeb,Oklahoma,0.157106942902606
Alzheimer's Disease,1994,8018-01-7,Mancozeb,Oklahoma,0.347328814602028
Alzheimer's Disease,1995,8018-01-7,Mancozeb,Oklahoma,2.46631470225283
Alzheimer's Disease,1996,8018-01-7,Mancozeb,Oklahoma,0.0664922637560964
Alzheimer's Disease,1997,8018-01-7,Mancozeb,Oklahoma,0.0711091544034305
Alzheimer's Disease,1998,8018-01-7,Mancozeb,Oklahoma,0.0161518282056011
Alzheimer's Disease,1999,8018-01-7,Mancozeb,Oklahoma,2.51289544062004
Alzheimer's Disease,2000,8018-01-7,Mancozeb,Oklahoma,0.0538209617331636
Alzheimer's Disease,2001,8018-01-7,Mancozeb,Oklahoma,0.095537710316717
Alzheimer's Disease,2002,8018-01-7,Mancozeb,Oklahoma,0.0183261548240093
Alzheimer's Disease,2003,8018-01-7,Mancozeb,Oklahoma,0.0840661875810453
Alzheimer's Disease,2004,8018-01-7,Mancozeb,Oklahoma,0.083860636087116
Alzheimer's Disease,2005,8018-01-7,Mancozeb,Oklahoma,0.00909893368340259
Alzheimer's Disease,2006,8018-01-7,Mancozeb,Oklahoma,0.06788301641715
Alzheimer's Disease,2007,8018-01-7,Mancozeb,Oklahoma,0.035620178742331
Alzheimer's Disease,2008,8018-01-7,Mancozeb,Oklahoma,0.0222155972765156
Alzheimer's Disease,2009,8018-01-7,Mancozeb,Oklahoma,0.0510970399855968
Alzheimer's Disease,2010,8018-01-7,Mancozeb,Oklahoma,0.0666759480698205
Alzheimer's Disease,2011,8018-01-7,Mancozeb,Oklahoma,0.109668282165347
Alzheimer's Disease,2012,8018-01-7,Mancozeb,Oklahoma,0.0595968129313757
Alzheimer's Disease,2013,8018-01-7,Mancozeb,Oklahoma,0.716632687498315
Alzheimer's Disease,2014,8018-01-7,Mancozeb,Oklahoma,0.154074693914145
Alzheimer's Disease,2015,8018-01-7,Mancozeb,Oklahoma,0.100679413288977
Alzheimer's Disease,2016,8018-01-7,Mancozeb,Oklahoma,0.00914777038586097
Alzheimer's Disease,2017,8018-01-7,Mancozeb,Oklahoma,0.00488950149389286
Alzheimer's Disease,2018,8018-01-7,Mancozeb,Oklahoma,0.0161598461716763
Alzheimer's Disease,1992,133-06-2,Captan,Rhode Island,1.06915562433504
Alzheimer's Disease,1993,133-06-2,Captan,Rhode Island,0.529451591062966
Alzheimer's Disease,1994,133-06-2,Captan,Rhode Island,0.877067414643582
Alzheimer's Disease,1995,133-06-2,Captan,Rhode Island,1.39786246252055
Alzheimer's Disease,1996,133-06-2,Captan,Rhode Island,3.77314053583519
Alzheimer's Disease,1997,133-06-2,Captan,Rhode Island,0.566785956088597
Alzheimer's Disease,1998,133-06-2,Captan,Rhode Island,1.30486507399168
Alzheimer's Disease,1999,133-06-2,Captan,Rhode Island,1.46368120707999
Alzheimer's Disease,2000,133-06-2,Captan,Rhode Island,2.10760228261921
Alzheimer's Disease,2001,133-06-2,Captan,Rhode Island,1.0542122062095
Alzheimer's Disease,2002,133-06-2,Captan,Rhode Island,0.718493084437566
Alzheimer's Disease,2003,133-06-2,Captan,Rhode Island,1.7160266950382
Alzheimer's Disease,2004,133-06-2,Captan,Rhode Island,2.32517651610407
Alzheimer's Disease,2005,133-06-2,Captan,Rhode Island,1.59531869619886
Alzheimer's Disease,2006,133-06-2,Captan,Rhode Island,1.17453332043718
Alzheimer's Disease,2007,133-06-2,Captan,Rhode Island,1.59033755682368
Alzheimer's Disease,2008,133-06-2,Captan,Rhode Island,1.66162104652287
Alzheimer's Disease,2009,133-06-2,Captan,Rhode Island,1.63318502756553
Alzheimer's Disease,2010,133-06-2,Captan,Rhode Island,1.48945739433214
Alzheimer's Disease,2011,133-06-2,Captan,Rhode Island,1.38330592900667
Alzheimer's Disease,2012,133-06-2,Captan,Rhode Island,1.13347519102428
Alzheimer's Disease,2013,133-06-2,Captan,Rhode Island,1.1599767869233
Alzheimer's Disease,2014,133-06-2,Captan,Rhode Island,1.26520940129606
Alzheimer's Disease,2015,133-06-2,Captan,Rhode Island,0.781506915562433
Alzheimer's Disease,2016,133-06-2,Captan,Rhode Island,0.442160750556147
Alzheimer's Disease,2017,133-06-2,Captan,Rhode Island,0.733291420833736
Alzheimer's Disease,2018,133-06-2,Captan,Rhode Island,1.00928523067995
Alzheimer's Disease,1992,60168-88-9,Fenarimol,Rhode Island,0.00290163458748428
Alzheimer's Disease,1993,60168-88-9,Fenarimol,Rhode Island,0.000967211529161428
Alzheimer's Disease,1994,60168-88-9,Fenarimol,Rhode Island,0.003385240352065
Alzheimer's Disease,1995,60168-88-9,Fenarimol,Rhode Island,0.00972047586807235
Alzheimer's Disease,1996,60168-88-9,Fenarimol,Rhode Island,0.00594835090434278
Alzheimer's Disease,1997,60168-88-9,Fenarimol,Rhode Island,0.0100589999032788
Alzheimer's Disease,1998,60168-88-9,Fenarimol,Rhode Island,0.00348196150498114
Alzheimer's Disease,1999,60168-88-9,Fenarimol,Rhode Island,0.0127671921849308
Alzheimer's Disease,2000,60168-88-9,Fenarimol,Rhode Island,0.0106393268207757
Alzheimer's Disease,2001,60168-88-9,Fenarimol,Rhode Island,0.00619015378663314
Alzheimer's Disease,2002,60168-88-9,Fenarimol,Rhode Island,0.002708192281652
Alzheimer's Disease,2003,60168-88-9,Fenarimol,Rhode Island,0.00870490376245285
Alzheimer's Disease,2004,60168-88-9,Fenarimol,Rhode Island,0.0181835767482348
Alzheimer's Disease,2005,60168-88-9,Fenarimol,Rhode Island,0.00531966341038785
Alzheimer's Disease,2006,60168-88-9,Fenarimol,Rhode Island,0.00222458651707128
Alzheimer's Disease,2007,60168-88-9,Fenarimol,Rhode Island,0.003385240352065
Alzheimer's Disease,2008,60168-88-9,Fenarimol,Rhode Island,0.00386884611664571
Alzheimer's Disease,2009,60168-88-9,Fenarimol,Rhode Island,0.0044008124576845
Alzheimer's Disease,2010,60168-88-9,Fenarimol,Rhode Island,0.000483605764580714
Alzheimer's Disease,2011,60168-88-9,Fenarimol,Rhode Island,0.00512622110455557
Alzheimer's Disease,2012,60168-88-9,Fenarimol,Rhode Island,0.00106393268207757
Alzheimer's Disease,2013,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,2014,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,2015,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,2016,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,2017,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,2018,60168-88-9,Fenarimol,Rhode Island,0
Alzheimer's Disease,1992,732-11-6,Phosmet,Rhode Island,0.161862849405165
Alzheimer's Disease,1993,732-11-6,Phosmet,Rhode Island,0.248186478382822
Alzheimer's Disease,1994,732-11-6,Phosmet,Rhode Island,0.348583035109779
Alzheimer's Disease,1995,732-11-6,Phosmet,Rhode Island,0.253022536028629
Alzheimer's Disease,1996,732-11-6,Phosmet,Rhode Island,3.89844278943805
Alzheimer's Disease,1997,732-11-6,Phosmet,Rhode Island,0.419286197891479
Alzheimer's Disease,1998,732-11-6,Phosmet,Rhode Island,0.0478769706934907
Alzheimer's Disease,1999,732-11-6,Phosmet,Rhode Island,0.913821452751717
Alzheimer's Disease,2000,732-11-6,Phosmet,Rhode Island,0.427507495889351
Alzheimer's Disease,2001,732-11-6,Phosmet,Rhode Island,0.605280974949221
Alzheimer's Disease,2002,732-11-6,Phosmet,Rhode Island,0.372521520456524
Alzheimer's Disease,2003,732-11-6,Phosmet,Rhode Island,0.384805106876874
Alzheimer's Disease,2004,732-11-6,Phosmet,Rhode Island,0.62462520553245
Alzheimer's Disease,2005,732-11-6,Phosmet,Rhode Island,0.536318792920012
Alzheimer's Disease,2006,732-11-6,Phosmet,Rhode Island,0.407002611471129
Alzheimer's Disease,2007,732-11-6,Phosmet,Rhode Island,0.547828610117033
Alzheimer's Disease,2008,732-11-6,Phosmet,Rhode Island,0.283779862655963
Alzheimer's Disease,2009,732-11-6,Phosmet,Rhode Island,0.353032208143921
Alzheimer's Disease,2010,732-11-6,Phosmet,Rhode Island,0.588548215494729
Alzheimer's Disease,2011,732-11-6,Phosmet,Rhode Island,0.411258342199439
Alzheimer's Disease,2012,732-11-6,Phosmet,Rhode Island,0.20886932972241
Alzheimer's Disease,2013,732-11-6,Phosmet,Rhode Island,0.34853467453332
Alzheimer's Disease,2014,732-11-6,Phosmet,Rhode Island,0.1800464261534
Alzheimer's Disease,2015,732-11-6,Phosmet,Rhode Island,0.179079214624238
Alzheimer's Disease,2016,732-11-6,Phosmet,Rhode Island,0.106489989360673
Alzheimer's Disease,2017,732-11-6,Phosmet,Rhode Island,0.111422768159396
Alzheimer's Disease,2018,732-11-6,Phosmet,Rhode Island,0.143195666892349
Alzheimer's Disease,1992,8018-01-7,Mancozeb,Rhode Island,0.19910049327788
Alzheimer's Disease,1993,8018-01-7,Mancozeb,Rhode Island,0.524905696875907
Alzheimer's Disease,1994,8018-01-7,Mancozeb,Rhode Island,2.91507882773963
Alzheimer's Disease,1995,8018-01-7,Mancozeb,Rhode Island,1.71196440661573
Alzheimer's Disease,1996,8018-01-7,Mancozeb,Rhode Island,7.07350807621627
Alzheimer's Disease,1997,8018-01-7,Mancozeb,Rhode Island,1.59261050391721
Alzheimer's Disease,1998,8018-01-7,Mancozeb,Rhode Island,3.52210078344134
Alzheimer's Disease,1999,8018-01-7,Mancozeb,Rhode Island,2.33480027081923
Alzheimer's Disease,2000,8018-01-7,Mancozeb,Rhode Island,2.00493277879872
Alzheimer's Disease,2001,8018-01-7,Mancozeb,Rhode Island,0.909662443176323
Alzheimer's Disease,2002,8018-01-7,Mancozeb,Rhode Island,0.974272173324306
Alzheimer's Disease,2003,8018-01-7,Mancozeb,Rhode Island,2.58864493664764
Alzheimer's Disease,2004,8018-01-7,Mancozeb,Rhode Island,1.59580230196344
Alzheimer's Disease,2005,8018-01-7,Mancozeb,Rhode Island,2.97398200986556
Alzheimer's Disease,2006,8018-01-7,Mancozeb,Rhode Island,2.17124480123803
Alzheimer's Disease,2007,8018-01-7,Mancozeb,Rhode Island,2.2055324499468
Alzheimer's Disease,2008,8018-01-7,Mancozeb,Rhode Island,1.98568526936841
Alzheimer's Disease,2009,8018-01-7,Mancozeb,Rhode Island,2.14924073894961
Alzheimer's Disease,2010,8018-01-7,Mancozeb,Rhode Island,2.01383112486701
Alzheimer's Disease,2011,8018-01-7,Mancozeb,Rhode Island,1.91091981816423
Alzheimer's Disease,2012,8018-01-7,Mancozeb,Rhode Island,1.14914401779669
Alzheimer's Disease,2013,8018-01-7,Mancozeb,Rhode Island,1.38572395782958
Alzheimer's Disease,2014,8018-01-7,Mancozeb,Rhode Island,1.36420350130574
Alzheimer's Disease,2015,8018-01-7,Mancozeb,Rhode Island,1.08584002321308
Alzheimer's Disease,2016,8018-01-7,Mancozeb,Rhode Island,0.416626366186285
Alzheimer's Disease,2017,8018-01-7,Mancozeb,Rhode Island,1.23841764193829
Alzheimer's Disease,2018,8018-01-7,Mancozeb,Rhode Island,1.16713415223909
Alzheimer's Disease,1992,133-06-2,Captan,Texas,0.0850793799521685
Alzheimer's Disease,1993,133-06-2,Captan,Texas,0.205069549247814
Alzheimer's Disease,1994,133-06-2,Captan,Texas,0.171461278473073
Alzheimer's Disease,1995,133-06-2,Captan,Texas,0.326791497933481
Alzheimer's Disease,1996,133-06-2,Captan,Texas,0.0664045247573642
Alzheimer's Disease,1997,133-06-2,Captan,Texas,0.064515624041316
Alzheimer's Disease,1998,133-06-2,Captan,Texas,0.0530321794044601
Alzheimer's Disease,1999,133-06-2,Captan,Texas,0.0220844453829621
Alzheimer's Disease,2000,133-06-2,Captan,Texas,0.0594800864890702
Alzheimer's Disease,2001,133-06-2,Captan,Texas,0.0240979331675158
Alzheimer's Disease,2002,133-06-2,Captan,Texas,0.108342713725288
Alzheimer's Disease,2003,133-06-2,Captan,Texas,0.0197192048612152
Alzheimer's Disease,2004,133-06-2,Captan,Texas,0.0539863900397404
Alzheimer's Disease,2005,133-06-2,Captan,Texas,0.104244736923592
Alzheimer's Disease,2006,133-06-2,Captan,Texas,0.0318391726775621
Alzheimer's Disease,2007,133-06-2,Captan,Texas,0.0584812847831881
Alzheimer's Disease,2008,133-06-2,Captan,Texas,0.0401784683920311
Alzheimer's Disease,2009,133-06-2,Captan,Texas,0.041584139694906
Alzheimer's Disease,2010,133-06-2,Captan,Texas,0.0853490315336186
Alzheimer's Disease,2011,133-06-2,Captan,Texas,0.0308700345594194
Alzheimer's Disease,2012,133-06-2,Captan,Texas,0.0578803579089842
Alzheimer's Disease,2013,133-06-2,Captan,Texas,0.0284257549296959
Alzheimer's Disease,2014,133-06-2,Captan,Texas,0.0261464431234005
