Type,Disease,Year,variable,value
55+ years,Alzheimer's Disease,2009,Incidence RMSE,86.5485820530671
55+ years,Multiple Sclerosis,2009,Incidence RMSE,0.0575645617723605
55+ years,Parkinson Disease,2009,Incidence RMSE,6.44996209600599
55+ years,Alzheimer's Disease,2010,Incidence RMSE,84.2201940172637
55+ years,Multiple Sclerosis,2010,Incidence RMSE,0.0572490694277353
55+ years,Parkinson Disease,2010,Incidence RMSE,6.3622034397644
55+ years,Alzheimer's Disease,2011,Incidence RMSE,81.9778000210403
55+ years,Multiple Sclerosis,2011,Incidence RMSE,0.0568733465367742
55+ years,Parkinson Disease,2011,Incidence RMSE,6.45492259084047
55+ years,Alzheimer's Disease,2012,Incidence RMSE,79.7154576150519
55+ years,Multiple Sclerosis,2012,Incidence RMSE,0.0562327165339349
55+ years,Parkinson Disease,2012,Incidence RMSE,6.77192675329409
55+ years,Alzheimer's Disease,2013,Incidence RMSE,77.1501052827115
55+ years,Multiple Sclerosis,2013,Incidence RMSE,0.0554734991174933
55+ years,Parkinson Disease,2013,Incidence RMSE,7.24449224871264
55+ years,Alzheimer's Disease,2014,Incidence RMSE,74.2284164809184
55+ years,Multiple Sclerosis,2014,Incidence RMSE,0.0548337015115955
55+ years,Parkinson Disease,2014,Incidence RMSE,7.85186382379482
55+ years,Alzheimer's Disease,2015,Incidence RMSE,71.4629724831384
55+ years,Multiple Sclerosis,2015,Incidence RMSE,0.0541694303175946
55+ years,Parkinson Disease,2015,Incidence RMSE,8.5584565583308
55+ years,Alzheimer's Disease,2016,Incidence RMSE,69.0613542893169
55+ years,Multiple Sclerosis,2016,Incidence RMSE,0.0531597705827277
55+ years,Parkinson Disease,2016,Incidence RMSE,9.83611627472189
55+ years,Alzheimer's Disease,2017,Incidence RMSE,67.2220361539933
55+ years,Multiple Sclerosis,2017,Incidence RMSE,0.0522138479953876
55+ years,Parkinson Disease,2017,Incidence RMSE,11.0112625399632
55+ years,Alzheimer's Disease,2018,Incidence RMSE,65.6483890489246
55+ years,Multiple Sclerosis,2018,Incidence RMSE,0.0510280496590303
55+ years,Parkinson Disease,2018,Incidence RMSE,11.3473283065931
55+ years,Alzheimer's Disease,1992,Prevalence RMSE,579.704095998005
55+ years,Multiple Sclerosis,1992,Prevalence RMSE,35.8779984826001
55+ years,Parkinson Disease,1992,Prevalence RMSE,45.8167943028708
55+ years,Alzheimer's Disease,1993,Prevalence RMSE,590.574679506916
55+ years,Multiple Sclerosis,1993,Prevalence RMSE,34.2721156214103
55+ years,Parkinson Disease,1993,Prevalence RMSE,46.4469145811644
55+ years,Alzheimer's Disease,1994,Prevalence RMSE,601.526028356358
55+ years,Multiple Sclerosis,1994,Prevalence RMSE,32.3098238634352
55+ years,Parkinson Disease,1994,Prevalence RMSE,46.6708680854452
55+ years,Alzheimer's Disease,1996,Prevalence RMSE,636.382466702052
55+ years,Multiple Sclerosis,1996,Prevalence RMSE,32.596789387414
55+ years,Parkinson Disease,1996,Prevalence RMSE,51.0671451278809
55+ years,Alzheimer's Disease,1995,Prevalence RMSE,615.607270275387
55+ years,Multiple Sclerosis,1995,Prevalence RMSE,32.998568714585
55+ years,Parkinson Disease,1995,Prevalence RMSE,48.7109521643451
55+ years,Alzheimer's Disease,1998,Prevalence RMSE,708.995371288955
55+ years,Multiple Sclerosis,1998,Prevalence RMSE,32.5045431199253
55+ years,Parkinson Disease,1998,Prevalence RMSE,58.8652705735282
55+ years,Alzheimer's Disease,1997,Prevalence RMSE,669.749770983647
55+ years,Multiple Sclerosis,1997,Prevalence RMSE,32.8930384201081
55+ years,Parkinson Disease,1997,Prevalence RMSE,54.9890849695456
55+ years,Alzheimer's Disease,1999,Prevalence RMSE,749.106573288005
55+ years,Multiple Sclerosis,1999,Prevalence RMSE,32.5846553892401
55+ years,Parkinson Disease,1999,Prevalence RMSE,62.0465951646221
55+ years,Alzheimer's Disease,2000,Prevalence RMSE,771.07288594078
55+ years,Multiple Sclerosis,2000,Prevalence RMSE,32.8154030006863
55+ years,Parkinson Disease,2000,Prevalence RMSE,64.183011956414
55+ years,Alzheimer's Disease,2001,Prevalence RMSE,779.967999937326
55+ years,Multiple Sclerosis,2001,Prevalence RMSE,32.8968817110216
55+ years,Parkinson Disease,2001,Prevalence RMSE,66.2169904201049
55+ years,Alzheimer's Disease,2002,Prevalence RMSE,779.452217750472
55+ years,Multiple Sclerosis,2002,Prevalence RMSE,33.1555241242658
55+ years,Parkinson Disease,2002,Prevalence RMSE,68.9099818733387
55+ years,Alzheimer's Disease,2003,Prevalence RMSE,778.093755549972
55+ years,Multiple Sclerosis,2003,Prevalence RMSE,33.8593707370018
55+ years,Parkinson Disease,2003,Prevalence RMSE,71.5856217020578
55+ years,Alzheimer's Disease,2004,Prevalence RMSE,774.09646224207
55+ years,Multiple Sclerosis,2004,Prevalence RMSE,34.2638549976148
55+ years,Parkinson Disease,2004,Prevalence RMSE,74.0664769425463
55+ years,Alzheimer's Disease,2005,Prevalence RMSE,767.171281061451
55+ years,Multiple Sclerosis,2005,Prevalence RMSE,34.4895023423246
55+ years,Parkinson Disease,2005,Prevalence RMSE,73.871716565801
55+ years,Alzheimer's Disease,2006,Prevalence RMSE,759.897828265985
55+ years,Multiple Sclerosis,2006,Prevalence RMSE,34.6174143171238
55+ years,Parkinson Disease,2006,Prevalence RMSE,72.8122642587448
55+ years,Alzheimer's Disease,2007,Prevalence RMSE,750.38860886345
55+ years,Multiple Sclerosis,2007,Prevalence RMSE,35.0554456788878
55+ years,Parkinson Disease,2007,Prevalence RMSE,71.6653710067223
55+ years,Alzheimer's Disease,2008,Prevalence RMSE,738.337871047466
55+ years,Multiple Sclerosis,2008,Prevalence RMSE,35.1020942894838
55+ years,Parkinson Disease,2008,Prevalence RMSE,70.4184865543828
55+ years,Alzheimer's Disease,2009,Prevalence RMSE,722.898446226238
55+ years,Multiple Sclerosis,2009,Prevalence RMSE,35.2653980676287
55+ years,Parkinson Disease,2009,Prevalence RMSE,68.9845934961364
55+ years,Alzheimer's Disease,2010,Prevalence RMSE,705.748378204399
55+ years,Multiple Sclerosis,2010,Prevalence RMSE,35.1637236606302
55+ years,Parkinson Disease,2010,Prevalence RMSE,67.2955910767033
55+ years,Alzheimer's Disease,2011,Prevalence RMSE,688.490561484098
55+ years,Multiple Sclerosis,2011,Prevalence RMSE,34.976814951481
55+ years,Parkinson Disease,2011,Prevalence RMSE,66.1342750300706
55+ years,Alzheimer's Disease,2012,Prevalence RMSE,670.327559088174
55+ years,Multiple Sclerosis,2012,Prevalence RMSE,34.8566976925958
55+ years,Parkinson Disease,2012,Prevalence RMSE,65.1630324835997
55+ years,Alzheimer's Disease,2013,Prevalence RMSE,650.535638895937
55+ years,Multiple Sclerosis,2013,Prevalence RMSE,34.6773176920766
55+ years,Parkinson Disease,2013,Prevalence RMSE,64.1294974751541
55+ years,Alzheimer's Disease,2014,Prevalence RMSE,627.376569202857
55+ years,Multiple Sclerosis,2014,Prevalence RMSE,34.6844622602149
55+ years,Parkinson Disease,2014,Prevalence RMSE,63.0636253524491
55+ years,Alzheimer's Disease,2015,Prevalence RMSE,605.81745305291
55+ years,Multiple Sclerosis,2015,Prevalence RMSE,34.6783173015055
55+ years,Parkinson Disease,2015,Prevalence RMSE,62.3866814116503
55+ years,Alzheimer's Disease,2016,Prevalence RMSE,586.843345119335
55+ years,Multiple Sclerosis,2016,Prevalence RMSE,34.5422533605408
55+ years,Parkinson Disease,2016,Prevalence RMSE,61.9256364679626
55+ years,Alzheimer's Disease,2017,Prevalence RMSE,572.187100367297
55+ years,Multiple Sclerosis,2017,Prevalence RMSE,34.4011155026149
55+ years,Parkinson Disease,2017,Prevalence RMSE,61.8300521680478
55+ years,Alzheimer's Disease,2018,Prevalence RMSE,559.791811185075
55+ years,Multiple Sclerosis,2018,Prevalence RMSE,34.3269573772906
55+ years,Parkinson Disease,2018,Prevalence RMSE,61.9377851967669
