Disease,PathwayID,PathwayName,GeneID,GeneSymbol,SNPs,TotalSNPs,FoldHit
Alzheimer's Disease,WP3893,Development and heterogeneity of the ILC family,7124,TNF,2,7,0.838791549340021
Alzheimer's Disease,WP3893,Development and heterogeneity of the ILC family,3606,IL18,2,7,1.07268795825596
Alzheimer's Disease,WP3893,Development and heterogeneity of the ILC family,90865,IL33,2,7,0.96962962962963
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,207,AKT1,1,22,1.04011028406985
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,5606,MAP2K3,1,22,0.902915300176557
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,5594,MAPK1,1,22,1.09148122593836
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,4023,LPL,4,22,0.831248959013691
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,10062,NR1H3,1,22,0.807030270097164
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,7067,THRA,1,22,0.858589480032589
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,6256,RXRA,3,22,0.817431777697954
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,5105,PCK1,1,22,1.31286526428782
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,1734,DIO2,2,22,1.05693884486151
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,2932,GSK3B,4,22,1.20344382010159
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,7786,MAP3K12,1,22,1
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,6199,RPS6KB2,1,22,1.07299306781601
Alzheimer's Disease,WP3915,Angiopoietin-like protein 8 regulatory pathway,5598,MAPK7,1,22,1.58418301171765
Alzheimer's Disease,WP3925,Amino acid metabolism,5009,OTC,2,11,1.03883308677868
Alzheimer's Disease,WP3925,Amino acid metabolism,5105,PCK1,1,11,1.31286526428782
Alzheimer's Disease,WP3925,Amino acid metabolism,7166,TPH1,1,11,1.29578431857674
Alzheimer's Disease,WP3925,Amino acid metabolism,3176,HNMT,1,11,0.951052536078627
Alzheimer's Disease,WP3925,Amino acid metabolism,384,ARG2,1,11,1.23534899857488
Alzheimer's Disease,WP3925,Amino acid metabolism,1621,DBH,4,11,1.03570845508017
Alzheimer's Disease,WP3925,Amino acid metabolism,56922,MCCC1,1,11,1.140624887835
Alzheimer's Disease,WP3927,BMP signaling in eyelid development,1956,EGFR,2,3,1.03587577510901
Alzheimer's Disease,WP3927,BMP signaling in eyelid development,2255,FGF10,1,3,1
Alzheimer's Disease,WP3929,Chemokine signaling pathway,207,AKT1,1,11,1.04011028406985
Alzheimer's Disease,WP3929,Chemokine signaling pathway,5594,MAPK1,1,11,1.09148122593836
Alzheimer's Disease,WP3929,Chemokine signaling pathway,2932,GSK3B,4,11,1.20344382010159
Alzheimer's Disease,WP3929,Chemokine signaling pathway,2185,PTK2B,2,11,0.914537262705425
Alzheimer's Disease,WP3929,Chemokine signaling pathway,729230,CCR2,1,11,1.27708358613762
Alzheimer's Disease,WP3929,Chemokine signaling pathway,9844,ELMO1,1,11,1
Alzheimer's Disease,WP3929,Chemokine signaling pathway,2869,GRK5,1,11,1.51534347209792
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,207,AKT1,1,12,1.04011028406985
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,1956,EGFR,2,12,1.03587577510901
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,5606,MAP2K3,1,12,0.902915300176557
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,5594,MAPK1,1,12,1.09148122593836
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,2932,GSK3B,4,12,1.20344382010159
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,2255,FGF10,1,12,1
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,2246,FGF1,1,12,1.1750825112488
Alzheimer's Disease,WP3931,Embryonic stem cell pluripotency pathways,5598,MAPK7,1,12,1.58418301171765
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,3479,IGF1,2,30,0.827324645984545
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,207,AKT1,1,30,1.04011028406985
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,1956,EGFR,2,30,1.03587577510901
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,3570,IL6R,1,30,0.923748470799771
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,5594,MAPK1,1,30,1.09148122593836
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,7422,VEGFA,3,30,1.03826194889513
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,4846,NOS3,1,30,1.03699892205805
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,2932,GSK3B,4,30,1.20344382010159
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,2324,FLT4,1,30,0.946285431698916
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,5649,RELN,3,30,0.951052536078627
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,1128,CHRM1,1,30,1.36305685008141
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,1436,CSF1R,3,30,1.52297584033354
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,4804,NGFR,1,30,0.925541851528177
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,2255,FGF10,1,30,1
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,6199,RPS6KB2,1,30,1.07299306781601
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,2246,FGF1,1,30,1.1750825112488
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,1286,COL4A4,1,30,1.28223139368848
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,284217,LAMA1,1,30,1.28223139368848
Alzheimer's Disease,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,4803,NGF,1,30,1.28223139368848
Alzheimer's Disease,WP3935,Leptin-insulin signaling overlap,207,AKT1,1,2,1.04011028406985
Alzheimer's Disease,WP3935,Leptin-insulin signaling overlap,3953,LEPR,1,2,1
Alzheimer's Disease,WP3937,Microglia pathogen phagocytosis pathway,5336,PLCG2,1,1,0.925541851528177
Alzheimer's Disease,WP3940,One-carbon metabolism and related pathways,6647,SOD1,5,12,1.1020255305456
Alzheimer's Disease,WP3940,One-carbon metabolism and related pathways,6648,SOD2,2,12,1.11195112594227
Alzheimer's Disease,WP3940,One-carbon metabolism and related pathways,4524,MTHFR,4,12,1.28223139368848
Alzheimer's Disease,WP3940,One-carbon metabolism and related pathways,4548,MTR,1,12,1.31953553635758
Alzheimer's Disease,WP3941,Oxidative damage response,596,BCL2,1,8,0.883676272730323
Alzheimer's Disease,WP3941,Oxidative damage response,717,C2,1,8,1
Alzheimer's Disease,WP3941,Oxidative damage response,836,CASP3,2,8,0.919572841524733
Alzheimer's Disease,WP3941,Oxidative damage response,54205,CYCS,1,8,1.04833321084397
Alzheimer's Disease,WP3941,Oxidative damage response,7124,TNF,2,8,0.838791549340021
Alzheimer's Disease,WP3941,Oxidative damage response,7186,TRAF2,1,8,1.11389311953514
Alzheimer's Disease,WP3942,PPAR signaling pathway,5465,PPARA,1,25,0.834573703373223
Alzheimer's Disease,WP3942,PPAR signaling pathway,5467,PPARD,3,25,0.858387019062161
Alzheimer's Disease,WP3942,PPAR signaling pathway,5468,PPARG,6,25,0.805721817451452
Alzheimer's Disease,WP3942,PPAR signaling pathway,116519,APOA5,1,25,0.804292116592651
Alzheimer's Disease,WP3942,PPAR signaling pathway,4023,LPL,4,25,0.831248959013691
Alzheimer's Disease,WP3942,PPAR signaling pathway,10062,NR1H3,1,25,0.807030270097164
Alzheimer's Disease,WP3942,PPAR signaling pathway,6256,RXRA,3,25,0.817431777697954
Alzheimer's Disease,WP3942,PPAR signaling pathway,1582,CYP8B1,1,25,0.90319876848417
Alzheimer's Disease,WP3942,PPAR signaling pathway,5105,PCK1,1,25,1.31286526428782
Alzheimer's Disease,WP3942,PPAR signaling pathway,948,CD36,3,25,1.00758517078525
Alzheimer's Disease,WP3942,PPAR signaling pathway,23305,ACSL6,1,25,1.12322190549333
Alzheimer's Disease,WP3944,Serotonin and anxiety-related events,3356,HTR2A,3,7,0.161596772994576
Alzheimer's Disease,WP3944,Serotonin and anxiety-related events,3358,HTR2C,1,7,1.00591628962992
Alzheimer's Disease,WP3944,Serotonin and anxiety-related events,1394,CRHR1,1,7,1.32786644216293
Alzheimer's Disease,WP3944,Serotonin and anxiety-related events,23237,ARC,1,7,1.31953553635758
Alzheimer's Disease,WP3944,Serotonin and anxiety-related events,104909134,LINC02210-CRHR1,2,7,1.35662191333143
Alzheimer's Disease,WP3947,Serotonin and anxiety,3356,HTR2A,3,5,0.161596772994576
Alzheimer's Disease,WP3947,Serotonin and anxiety,3358,HTR2C,1,5,1.00591628962992
Alzheimer's Disease,WP3947,Serotonin and anxiety,23237,ARC,1,5,1.31953553635758
Alzheimer's Disease,WP395,IL-4 signaling pathway,207,AKT1,1,15,1.04011028406985
Alzheimer's Disease,WP395,IL-4 signaling pathway,9846,GAB2,10,15,1.23534899857488
Alzheimer's Disease,WP395,IL-4 signaling pathway,5594,MAPK1,1,15,1.09148122593836
Alzheimer's Disease,WP395,IL-4 signaling pathway,3635,INPP5D,3,15,1.34008478455957
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,7157,TP53,6,16,0.840800205218896
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,836,CASP3,2,16,0.919572841524733
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,142,PARP1,1,16,0.897408904391775
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,675,BRCA2,2,16,1.12142997293398
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,2177,FANCD2,3,16,1.12142997293398
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,1020,CDK5,1,16,1.16130448186071
Alzheimer's Disease,WP3959,DNA IR-double strand breaks and cellular response via ATM,7161,TP73,1,16,1.1750825112488
Alzheimer's Disease,WP3972,PDGFR-beta pathway,5610,EIF2AK2,1,1,1.12838035152786
Alzheimer's Disease,WP3981,miRNA regulation of prostate cancer signaling pathways,7157,TP53,6,12,0.840800205218896
Alzheimer's Disease,WP3981,miRNA regulation of prostate cancer signaling pathways,596,BCL2,1,12,0.883676272730323
Alzheimer's Disease,WP3981,miRNA regulation of prostate cancer signaling pathways,5594,MAPK1,1,12,1.09148122593836
Alzheimer's Disease,WP3981,miRNA regulation of prostate cancer signaling pathways,2932,GSK3B,4,12,1.20344382010159
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,5467,PPARD,3,32,0.858387019062161
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,7157,TP53,6,32,0.840800205218896
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,960,CD44,1,32,1.09026357250831
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,6934,TCF7L2,1,32,0.767749857836124
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,5328,PLAU,1,32,0.937299443125183
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,2932,GSK3B,4,32,1.20344382010159
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,120892,LRRK2,8,32,1.28875330679248
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,3949,LDLR,7,32,0.974524558976978
Alzheimer's Disease,WP399,Wnt signaling pathway and pluripotency,79923,NANOG,1,32,1.05288995414992
Alzheimer's Disease,WP3995,Prion disease pathway,596,BCL2,1,15,0.883676272730323
Alzheimer's Disease,WP3995,Prion disease pathway,836,CASP3,2,15,0.919572841524733
Alzheimer's Disease,WP3995,Prion disease pathway,5594,MAPK1,1,15,1.09148122593836
Alzheimer's Disease,WP3995,Prion disease pathway,6256,RXRA,3,15,0.817431777697954
Alzheimer's Disease,WP3995,Prion disease pathway,3309,HSPA5,2,15,0.96673934379183
Alzheimer's Disease,WP3995,Prion disease pathway,5621,PRNP,3,15,1.06402261924689
Alzheimer's Disease,WP3995,Prion disease pathway,2534,FYN,1,15,1.23749757585843
Alzheimer's Disease,WP3995,Prion disease pathway,6688,SPI1,2,15,0.692258189903037
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,125,ADH1B,1,11,0.991665650233767
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,217,ALDH2,1,11,0.970177844051961
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,6573,SLC19A1,2,11,1.21197601433053
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,8854,ALDH1A2,2,11,1.28223139368848
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,4524,MTHFR,4,11,1.28223139368848
Alzheimer's Disease,WP3996,Ethanol effects on histone modifications,4548,MTR,1,11,1.31953553635758
Alzheimer's Disease,WP400,p38 MAPK signaling pathway,7042,TGFB2,1,2,1.12646488406409
Alzheimer's Disease,WP400,p38 MAPK signaling pathway,7186,TRAF2,1,2,1.11389311953514
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,706,TSPO,1,15,0.788054416343176
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,596,BCL2,1,15,0.883676272730323
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,815,CAMK2A,6,15,0.671441174421641
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,54205,CYCS,1,15,1.04833321084397
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,7124,TNF,2,15,0.838791549340021
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,4846,NOS3,1,15,1.03699892205805
Alzheimer's Disease,WP4008,NO/cGMP/PKG mediated neuroprotection,10142,AKAP9,3,15,1.34008478455957
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,7157,TP53,6,17,0.840800205218896
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,4436,MSH2,1,17,1.17027619776948
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,142,PARP1,1,17,0.897408904391775
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,675,BRCA2,2,17,1.12142997293398
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,2177,FANCD2,3,17,1.12142997293398
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,983,CDK1,3,17,1.15040880124906
Alzheimer's Disease,WP4016,DNA IR-damage and cellular response via ATR,8924,HERC2,1,17,1
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,207,AKT1,1,10,1.04011028406985
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,1956,EGFR,2,10,1.03587577510901
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,7422,VEGFA,3,10,1.03826194889513
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,7042,TGFB2,1,10,1.12646488406409
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,8878,SQSTM1,1,10,0.938350844695994
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,5723,PSPH,1,10,1.23534899857488
Alzheimer's Disease,WP4018,Clear cell renal cell carcinoma pathways,2597,GAPDH,1,10,1.06166265788788
Alzheimer's Disease,WP408,Oxidative stress response,847,CAT,1,9,0.874385603799186
Alzheimer's Disease,WP408,Oxidative stress response,3162,HMOX1,1,9,1.08734695494586
Alzheimer's Disease,WP408,Oxidative stress response,6647,SOD1,5,9,1.1020255305456
Alzheimer's Disease,WP408,Oxidative stress response,6648,SOD2,2,9,1.11195112594227
Alzheimer's Disease,WP4136,Fibrin complement receptor 3 signaling pathway,207,AKT1,1,6,1.04011028406985
Alzheimer's Disease,WP4136,Fibrin complement receptor 3 signaling pathway,3569,IL6,1,6,0.898027504815206
Alzheimer's Disease,WP4136,Fibrin complement receptor 3 signaling pathway,7124,TNF,2,6,0.838791549340021
Alzheimer's Disease,WP4136,Fibrin complement receptor 3 signaling pathway,7099,TLR4,1,6,1.08873520959667
Alzheimer's Disease,WP4136,Fibrin complement receptor 3 signaling pathway,5340,PLG,1,6,1.17506878247387
Alzheimer's Disease,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,7421,VDR,6,16,0.83706116727736
Alzheimer's Disease,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,207,AKT1,1,16,1.04011028406985
Alzheimer's Disease,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,6256,RXRA,3,16,0.817431777697954
Alzheimer's Disease,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,2932,GSK3B,4,16,1.20344382010159
Alzheimer's Disease,WP4141,PI3K/AKT/mTOR - vitamin D3 signaling,3586,IL10,2,16,0.978751238470098
Alzheimer's Disease,WP4149,White fat cell differentiation,5468,PPARG,6,7,0.805721817451452
Alzheimer's Disease,WP4149,White fat cell differentiation,10062,NR1H3,1,7,0.807030270097164
Alzheimer's Disease,WP4155,Endometrial cancer,7157,TP53,6,16,0.840800205218896
Alzheimer's Disease,WP4155,Endometrial cancer,207,AKT1,1,16,1.04011028406985
Alzheimer's Disease,WP4155,Endometrial cancer,1956,EGFR,2,16,1.03587577510901
Alzheimer's Disease,WP4155,Endometrial cancer,5594,MAPK1,1,16,1.09148122593836
Alzheimer's Disease,WP4155,Endometrial cancer,6934,TCF7L2,1,16,0.767749857836124
Alzheimer's Disease,WP4155,Endometrial cancer,2932,GSK3B,4,16,1.20344382010159
Alzheimer's Disease,WP4155,Endometrial cancer,2246,FGF1,1,16,1.1750825112488
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,7157,TP53,6,60,0.840800205218896
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,3479,IGF1,2,60,0.827324645984545
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,207,AKT1,1,60,1.04011028406985
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,596,BCL2,1,60,0.883676272730323
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,1956,EGFR,2,60,1.03587577510901
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,3569,IL6,1,60,0.898027504815206
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,3570,IL6R,1,60,0.923748470799771
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,5594,MAPK1,1,60,1.09148122593836
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,6446,SGK1,1,60,1.14318303587555
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,23678,SGK3,1,60,1.140624887835
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,7422,VEGFA,3,60,1.03826194889513
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4846,NOS3,1,60,1.03699892205805
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,5105,PCK1,1,60,1.31286526428782
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,2932,GSK3B,4,60,1.20344382010159
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,627,BDNF,10,60,1.00119071819969
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,2324,FLT4,1,60,0.946285431698916
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4915,NTRK2,1,60,0.959950955720171
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,5649,RELN,3,60,0.951052536078627
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,1128,CHRM1,1,60,1.36305685008141
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,1436,CSF1R,3,60,1.52297584033354
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4804,NGFR,1,60,0.925541851528177
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,7097,TLR2,1,60,0.952168088249839
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4914,NTRK1,2,60,1.02593678762378
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,7099,TLR4,1,60,1.08873520959667
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,2255,FGF10,1,60,1
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,6199,RPS6KB2,1,60,1.07299306781601
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,2246,FGF1,1,60,1.1750825112488
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,1286,COL4A4,1,60,1.28223139368848
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,284217,LAMA1,1,60,1.28223139368848
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4803,NGF,1,60,1.28223139368848
Alzheimer's Disease,WP4172,PI3K-Akt signaling pathway,4908,NTF3,4,60,2.58358974358974
Alzheimer's Disease,WP4205,MET in type 1 papillary renal cell carcinoma,207,AKT1,1,2,1.04011028406985
Alzheimer's Disease,WP4205,MET in type 1 papillary renal cell carcinoma,5594,MAPK1,1,2,1.09148122593836
Alzheimer's Disease,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,7157,TP53,6,10,0.840800205218896
Alzheimer's Disease,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,7422,VEGFA,3,10,1.03826194889513
Alzheimer's Disease,WP4206,Hereditary leiomyomatosis and renal cell carcinoma pathway,4891,SLC11A2,1,10,1.13718585027252
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,7157,TP53,6,22,0.840800205218896
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,207,AKT1,1,22,1.04011028406985
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,596,BCL2,1,22,0.883676272730323
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,836,CASP3,2,22,0.919572841524733
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,54205,CYCS,1,22,1.04833321084397
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,5594,MAPK1,1,22,1.09148122593836
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,4436,MSH2,1,22,1.17027619776948
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,29110,TBK1,1,22,1.140624887835
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,6934,TCF7L2,1,22,0.767749857836124
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,7042,TGFB2,1,22,1.12646488406409
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,2932,GSK3B,4,22,1.20344382010159
Alzheimer's Disease,WP4216,Chromosomal and microsatellite instability in colorectal cancer,5743,PTGS2,2,22,0.924048124126446
Alzheimer's Disease,WP4217,Ebola virus infection in host,6868,ADAM17,1,15,1.08337316258491
Alzheimer's Disease,WP4217,Ebola virus infection in host,207,AKT1,1,15,1.04011028406985
Alzheimer's Disease,WP4217,Ebola virus infection in host,1956,EGFR,2,15,1.03587577510901
Alzheimer's Disease,WP4217,Ebola virus infection in host,5594,MAPK1,1,15,1.09148122593836
Alzheimer's Disease,WP4217,Ebola virus infection in host,29110,TBK1,1,15,1.140624887835
Alzheimer's Disease,WP4217,Ebola virus infection in host,4153,MBL2,1,15,1.20957957586824
Alzheimer's Disease,WP4217,Ebola virus infection in host,7099,TLR4,1,15,1.08873520959667
Alzheimer's Disease,WP4217,Ebola virus infection in host,5971,RELB,6,15,1.1658858226565
Alzheimer's Disease,WP4217,Ebola virus infection in host,5610,EIF2AK2,1,15,1.12838035152786
Alzheimer's Disease,WP422,MAPK cascade,5606,MAP2K3,1,3,0.902915300176557
Alzheimer's Disease,WP422,MAPK cascade,5594,MAPK1,1,3,1.09148122593836
Alzheimer's Disease,WP422,MAPK cascade,7786,MAP3K12,1,3,1
Alzheimer's Disease,WP4222,Phosphodiesterases in neuronal function,815,CAMK2A,6,7,0.671441174421641
Alzheimer's Disease,WP4222,Phosphodiesterases in neuronal function,27115,PDE7B,1,7,0.96962962962963
Alzheimer's Disease,WP4223,Ras signaling,207,AKT1,1,24,1.04011028406985
Alzheimer's Disease,WP4223,Ras signaling,1956,EGFR,2,24,1.03587577510901
Alzheimer's Disease,WP4223,Ras signaling,9846,GAB2,10,24,1.23534899857488
Alzheimer's Disease,WP4223,Ras signaling,5594,MAPK1,1,24,1.09148122593836
Alzheimer's Disease,WP4223,Ras signaling,2324,FLT4,1,24,0.946285431698916
Alzheimer's Disease,WP4223,Ras signaling,4915,NTRK2,1,24,0.959950955720171
Alzheimer's Disease,WP4223,Ras signaling,1436,CSF1R,3,24,1.52297584033354
Alzheimer's Disease,WP4223,Ras signaling,4804,NGFR,1,24,0.925541851528177
Alzheimer's Disease,WP4223,Ras signaling,5336,PLCG2,1,24,0.925541851528177
Alzheimer's Disease,WP4223,Ras signaling,4914,NTRK1,2,24,1.02593678762378
Alzheimer's Disease,WP4223,Ras signaling,7535,ZAP70,1,24,1.34008478455957
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,7157,TP53,6,20,0.840800205218896
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,207,AKT1,1,20,1.04011028406985
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,5606,MAP2K3,1,20,0.902915300176557
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,5594,MAPK1,1,20,1.09148122593836
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,4318,MMP9,3,20,0.93108425321372
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,7042,TGFB2,1,20,1.12646488406409
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,2932,GSK3B,4,20,1.20344382010159
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,4854,NOTCH3,1,20,0.914537262705425
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,4855,NOTCH4,1,20,0.868880166766249
Alzheimer's Disease,WP4239,Epithelial to mesenchymal transition in colorectal cancer,1286,COL4A4,1,20,1.28223139368848
Alzheimer's Disease,WP4241,Type 2 papillary renal cell carcinoma,7422,VEGFA,3,4,1.03826194889513
Alzheimer's Disease,WP4241,Type 2 papillary renal cell carcinoma,7042,TGFB2,1,4,1.12646488406409
Alzheimer's Disease,WP4255,Non-small cell lung cancer,7157,TP53,6,17,0.840800205218896
Alzheimer's Disease,WP4255,Non-small cell lung cancer,207,AKT1,1,17,1.04011028406985
Alzheimer's Disease,WP4255,Non-small cell lung cancer,836,CASP3,2,17,0.919572841524733
Alzheimer's Disease,WP4255,Non-small cell lung cancer,54205,CYCS,1,17,1.04833321084397
Alzheimer's Disease,WP4255,Non-small cell lung cancer,1956,EGFR,2,17,1.03587577510901
