Type,Disease,Year,variable,value
Age-standardized,Multiple Sclerosis,2002,Incidence RMSE,0.650710381095354
Age-standardized,Parkinson Disease,2002,Incidence RMSE,0.878831684159782
Age-standardized,Alzheimer's Disease,2003,Incidence RMSE,7.97922131570078
Age-standardized,Multiple Sclerosis,2003,Incidence RMSE,0.659898107048476
Age-standardized,Parkinson Disease,2003,Incidence RMSE,0.936452122547785
Age-standardized,Alzheimer's Disease,2004,Incidence RMSE,7.97515350336122
Age-standardized,Multiple Sclerosis,2004,Incidence RMSE,0.663969502467421
Age-standardized,Parkinson Disease,2004,Incidence RMSE,0.993852081247461
Age-standardized,Alzheimer's Disease,2005,Incidence RMSE,7.97139002656299
Age-standardized,Multiple Sclerosis,2005,Incidence RMSE,0.664557705631193
Age-standardized,Parkinson Disease,2005,Incidence RMSE,1.02824408757279
Age-standardized,Alzheimer's Disease,2006,Incidence RMSE,7.97901891840222
Age-standardized,Multiple Sclerosis,2006,Incidence RMSE,0.665144497119936
Age-standardized,Parkinson Disease,2006,Incidence RMSE,1.05317485826667
Age-standardized,Alzheimer's Disease,2007,Incidence RMSE,7.98168128129213
Age-standardized,Multiple Sclerosis,2007,Incidence RMSE,0.672130656657101
Age-standardized,Parkinson Disease,2007,Incidence RMSE,1.0671866705961
Age-standardized,Alzheimer's Disease,2008,Incidence RMSE,7.98630333881854
Age-standardized,Multiple Sclerosis,2008,Incidence RMSE,0.672933004363752
Age-standardized,Parkinson Disease,2008,Incidence RMSE,1.07938338074129
Age-standardized,Alzheimer's Disease,2009,Incidence RMSE,7.98903160623107
Age-standardized,Multiple Sclerosis,2009,Incidence RMSE,0.675948509461559
Age-standardized,Parkinson Disease,2009,Incidence RMSE,1.08721358879631
Age-standardized,Alzheimer's Disease,2010,Incidence RMSE,7.9874686834341
Age-standardized,Multiple Sclerosis,2010,Incidence RMSE,0.673617465620453
Age-standardized,Parkinson Disease,2010,Incidence RMSE,1.0965453966645
Age-standardized,Alzheimer's Disease,2011,Incidence RMSE,7.99233201223093
Age-standardized,Multiple Sclerosis,2011,Incidence RMSE,0.670301774227923
Age-standardized,Parkinson Disease,2011,Incidence RMSE,1.13833614205121
Age-standardized,Alzheimer's Disease,2012,Incidence RMSE,7.99820249320332
Age-standardized,Multiple Sclerosis,2012,Incidence RMSE,0.66933369990657
Age-standardized,Parkinson Disease,2012,Incidence RMSE,1.21926997243316
Age-standardized,Alzheimer's Disease,2013,Incidence RMSE,8.00257022196625
Age-standardized,Multiple Sclerosis,2013,Incidence RMSE,0.668026389696755
Age-standardized,Parkinson Disease,2013,Incidence RMSE,1.32822689443139
Age-standardized,Alzheimer's Disease,2014,Incidence RMSE,8.00037132181917
Age-standardized,Multiple Sclerosis,2014,Incidence RMSE,0.669769054934688
Age-standardized,Parkinson Disease,2014,Incidence RMSE,1.4554118608867
Age-standardized,Alzheimer's Disease,2015,Incidence RMSE,7.99182298432356
Age-standardized,Multiple Sclerosis,2015,Incidence RMSE,0.67044685448193
Age-standardized,Parkinson Disease,2015,Incidence RMSE,1.59125313256875
Age-standardized,Alzheimer's Disease,2016,Incidence RMSE,7.99734568752367
Age-standardized,Multiple Sclerosis,2016,Incidence RMSE,0.669309575696536
Age-standardized,Parkinson Disease,2016,Incidence RMSE,1.81510652921535
Age-standardized,Alzheimer's Disease,2017,Incidence RMSE,7.99955533087368
Age-standardized,Multiple Sclerosis,2017,Incidence RMSE,0.668810232069349
Age-standardized,Parkinson Disease,2017,Incidence RMSE,1.99510192021676
Age-standardized,Alzheimer's Disease,2018,Incidence RMSE,7.9866921063025
Age-standardized,Multiple Sclerosis,2018,Incidence RMSE,0.669155216287669
Age-standardized,Parkinson Disease,2018,Incidence RMSE,2.02135751265211
Age-standardized,Alzheimer's Disease,1992,Prevalence RMSE,42.879688843095
Age-standardized,Multiple Sclerosis,1992,Prevalence RMSE,19.0492306651889
Age-standardized,Parkinson Disease,1992,Prevalence RMSE,5.81219785423811
Age-standardized,Alzheimer's Disease,1993,Prevalence RMSE,44.6958990029174
Age-standardized,Multiple Sclerosis,1993,Prevalence RMSE,18.4690855081479
Age-standardized,Parkinson Disease,1993,Prevalence RMSE,5.87912081088547
Age-standardized,Alzheimer's Disease,1994,Prevalence RMSE,46.7775151259933
Age-standardized,Multiple Sclerosis,1994,Prevalence RMSE,17.6369003313696
Age-standardized,Parkinson Disease,1994,Prevalence RMSE,5.90320029914873
Age-standardized,Alzheimer's Disease,1996,Prevalence RMSE,50.4923913437647
Age-standardized,Multiple Sclerosis,1996,Prevalence RMSE,18.0581490769992
Age-standardized,Parkinson Disease,1996,Prevalence RMSE,6.21571358737805
Age-standardized,Alzheimer's Disease,1995,Prevalence RMSE,48.1438430669971
Age-standardized,Multiple Sclerosis,1995,Prevalence RMSE,18.1697664427115
Age-standardized,Parkinson Disease,1995,Prevalence RMSE,6.03927754878199
Age-standardized,Alzheimer's Disease,1998,Prevalence RMSE,61.50051267348
Age-standardized,Multiple Sclerosis,1998,Prevalence RMSE,17.9110524046089
Age-standardized,Parkinson Disease,1998,Prevalence RMSE,7.06795048412062
Age-standardized,Alzheimer's Disease,1997,Prevalence RMSE,55.2966765004511
Age-standardized,Multiple Sclerosis,1997,Prevalence RMSE,18.2121434575695
Age-standardized,Parkinson Disease,1997,Prevalence RMSE,6.59753265916986
Age-standardized,Alzheimer's Disease,1999,Prevalence RMSE,67.5361923004707
Age-standardized,Multiple Sclerosis,1999,Prevalence RMSE,17.8516228845148
Age-standardized,Parkinson Disease,1999,Prevalence RMSE,7.49296945474387
Age-standardized,Alzheimer's Disease,2000,Prevalence RMSE,70.5476616973108
Age-standardized,Multiple Sclerosis,2000,Prevalence RMSE,17.8987890911137
Age-standardized,Parkinson Disease,2000,Prevalence RMSE,7.80960768894765
Age-standardized,Alzheimer's Disease,2001,Prevalence RMSE,71.1323462625041
Age-standardized,Multiple Sclerosis,2001,Prevalence RMSE,17.8805864298578
Age-standardized,Parkinson Disease,2001,Prevalence RMSE,8.05750345592735
Age-standardized,Alzheimer's Disease,2002,Prevalence RMSE,71.4313906220017
Age-standardized,Multiple Sclerosis,2002,Prevalence RMSE,17.9119321507368
Age-standardized,Parkinson Disease,2002,Prevalence RMSE,8.54297969627169
Age-standardized,Alzheimer's Disease,2003,Prevalence RMSE,71.596070162827
Age-standardized,Multiple Sclerosis,2003,Prevalence RMSE,18.1587776069873
Age-standardized,Parkinson Disease,2003,Prevalence RMSE,9.14728962084019
Age-standardized,Alzheimer's Disease,2004,Prevalence RMSE,71.6394245097316
Age-standardized,Multiple Sclerosis,2004,Prevalence RMSE,18.2809466475301
Age-standardized,Parkinson Disease,2004,Prevalence RMSE,9.72419218236382
Age-standardized,Alzheimer's Disease,2005,Prevalence RMSE,71.6826120110576
Age-standardized,Multiple Sclerosis,2005,Prevalence RMSE,18.3118706591035
Age-standardized,Parkinson Disease,2005,Prevalence RMSE,9.97046809892158
Age-standardized,Alzheimer's Disease,2006,Prevalence RMSE,71.6914851534358
Age-standardized,Multiple Sclerosis,2006,Prevalence RMSE,18.3306419904424
Age-standardized,Parkinson Disease,2006,Prevalence RMSE,10.0740568527691
Age-standardized,Alzheimer's Disease,2007,Prevalence RMSE,71.7360086086335
Age-standardized,Multiple Sclerosis,2007,Prevalence RMSE,18.5165191549696
Age-standardized,Parkinson Disease,2007,Prevalence RMSE,10.127021544404
Age-standardized,Alzheimer's Disease,2008,Prevalence RMSE,71.7546057199906
Age-standardized,Multiple Sclerosis,2008,Prevalence RMSE,18.5270790120934
Age-standardized,Parkinson Disease,2008,Prevalence RMSE,10.1793861422861
Age-standardized,Alzheimer's Disease,2009,Prevalence RMSE,71.7484635746308
Age-standardized,Multiple Sclerosis,2009,Prevalence RMSE,18.6074408777546
Age-standardized,Parkinson Disease,2009,Prevalence RMSE,10.1860876450918
Age-standardized,Alzheimer's Disease,2010,Prevalence RMSE,71.7287156414291
Age-standardized,Multiple Sclerosis,2010,Prevalence RMSE,18.5224730065252
Age-standardized,Parkinson Disease,2010,Prevalence RMSE,10.1635646119172
Age-standardized,Alzheimer's Disease,2011,Prevalence RMSE,71.7109218482624
Age-standardized,Multiple Sclerosis,2011,Prevalence RMSE,18.4071629947879
Age-standardized,Parkinson Disease,2011,Prevalence RMSE,10.222920505492
Age-standardized,Alzheimer's Disease,2012,Prevalence RMSE,71.6979643422689
Age-standardized,Multiple Sclerosis,2012,Prevalence RMSE,18.3536702534171
Age-standardized,Parkinson Disease,2012,Prevalence RMSE,10.2999677512033
Age-standardized,Alzheimer's Disease,2013,Prevalence RMSE,71.6779016234913
Age-standardized,Multiple Sclerosis,2013,Prevalence RMSE,18.2819905475672
Age-standardized,Parkinson Disease,2013,Prevalence RMSE,10.3578830149326
Age-standardized,Alzheimer's Disease,2014,Prevalence RMSE,71.6533934424059
Age-standardized,Multiple Sclerosis,2014,Prevalence RMSE,18.3006893204077
Age-standardized,Parkinson Disease,2014,Prevalence RMSE,10.4022301830554
Age-standardized,Alzheimer's Disease,2015,Prevalence RMSE,71.6041124089465
Age-standardized,Multiple Sclerosis,2015,Prevalence RMSE,18.3079182495044
Age-standardized,Parkinson Disease,2015,Prevalence RMSE,10.4721332849752
Age-standardized,Alzheimer's Disease,2016,Prevalence RMSE,71.635109568501
Age-standardized,Multiple Sclerosis,2016,Prevalence RMSE,18.2563063918969
Age-standardized,Parkinson Disease,2016,Prevalence RMSE,10.5458157388388
Age-standardized,Alzheimer's Disease,2017,Prevalence RMSE,71.6572069823327
Age-standardized,Multiple Sclerosis,2017,Prevalence RMSE,18.2420164885588
Age-standardized,Parkinson Disease,2017,Prevalence RMSE,10.5703836077379
Age-standardized,Alzheimer's Disease,2018,Prevalence RMSE,71.5602826359817
Age-standardized,Multiple Sclerosis,2018,Prevalence RMSE,18.2559323241052
Age-standardized,Parkinson Disease,2018,Prevalence RMSE,10.5539868554649
